Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,App_Usage_Frequency,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV,
2667,18,Urban,Low,41,7977.3,38946.5,2968.7,327068.6,235,207,604,31,Weekly,4,64.9,5,40108.54281,
2668,57,Suburban,Low,456,1649.7,2810,800.6,752265.1,227,150,4661,2,Weekly,14,58.1,8,91659.73517,
2669,69,Urban,High,534,10540,29193,2524.8,5628379.1,227,224,1400,18,Daily,15,40.9,10,577043.4067,
2670,54,Urban,Low,371,16793.7,63943,3682.6,6230465.3,354,59,3266,35,Weekly,10,5.2,7,638616.6231,
2671,56,Suburban,Middle,182,2388.3,8436.9,668.1,434674.9,341,293,4353,19,Monthly,19,66.3,7,59100.89128,
2672,64,Urban,Low,517,2263.5,7388.3,881.7,1170220.9,272,151,4075,29,Weekly,16,65.5,5,130791.601,
2673,26,Urban,High,657,1613.6,3722.5,782,1060104.8,279,161,3939,36,Daily,5,19.2,4,120356.8738,
2674,54,Rural,Middle,869,16958.7,66356.2,5335.5,14737151.3,124,113,2893,44,Daily,19,49.7,1,1484286.942,
2675,39,Suburban,High,590,1623.3,5865,689.9,957741.6,195,232,2548,19,Weekly,5,27.5,6,108473.1039,
2676,61,Rural,Middle,231,19669.4,32478.1,5620.7,4543632.8,71,186,3883,33,Monthly,11,16.6,9,472435.2778,
2677,34,Rural,High,809,7173,34834.9,831.7,5802991.4,232,239,1885,43,Weekly,19,1.8,2,589030.9003,
2678,19,Suburban,High,348,6582,21211.6,3012.5,2290520.5,173,247,338,16,Weekly,7,26.9,1,230642.5933,
2679,41,Suburban,Middle,479,1841.7,5712.7,397.7,882183.3,203,140,2066,41,Weekly,19,16.0,10,106052.2259,
2680,53,Urban,Low,209,11717,51472,1821.6,2448846.3,33,112,910,22,Weekly,4,2.7,5,253888.1808,
2681,57,Rural,Middle,675,11721.8,41748.9,5842.9,7912205.2,211,195,3996,40,Monthly,20,38.4,4,804793.5622,
2682,47,Suburban,Middle,680,9881.2,12825,2361.2,6719201.4,301,125,4818,8,Weekly,10,17.5,4,684328.9167,
2683,54,Rural,Middle,278,6227.3,18846,962.8,1731187.4,182,356,853,26,Monthly,1,42.8,1,177424.6722,
2684,60,Rural,Middle,749,7377.9,30414.7,1657.2,5526071.1,241,239,4270,16,Weekly,7,30.7,1,562604.2368,
2685,61,Suburban,Middle,688,6416.9,24383.6,1960.6,4414801.6,51,1,4086,40,Monthly,7,25.2,1,452329.5,
2686,51,Urban,High,53,8528.7,41646.1,1152.9,452019.3,343,121,4614,45,Weekly,7,27.7,8,66410.80781,
2687,55,Rural,High,861,6842.3,7524.3,1649.3,5891258.4,29,89,896,16,Daily,16,41.7,1,591510.7664,
2688,52,Suburban,Low,10,13513.6,27633.6,4966.8,135135.9,6,20,232,48,Weekly,6,60.2,5,23732.7674,
2689,48,Urban,Low,658,5922.8,18932.9,2762.2,3897183.7,133,273,2758,1,Weekly,2,48.5,10,403145.0881,
2690,51,Rural,Middle,739,7023.3,24426.6,1818.8,5190186.4,96,177,4629,14,Daily,0,8.8,6,534203.4267,
2691,18,Suburban,Low,748,8714.8,18278.7,2839.5,6518702.6,346,114,824,10,Daily,4,41.3,7,660324.3188,
2692,24,Rural,Low,464,89.2,384.2,31.6,41387.4,82,282,124,36,Weekly,15,55.6,5,11220.59966,
2693,23,Suburban,Middle,754,9846.7,16319.9,1263.3,7424434.9,277,27,3656,40,Monthly,3,23.1,9,762586.3638,
2694,48,Suburban,High,817,5123.8,5141.2,1213.8,4186175.5,315,188,697,8,Daily,14,45.6,1,421322.6937,
2695,21,Rural,High,583,1132.4,5446.6,423.2,660216.9,217,87,1061,13,Daily,16,1.0,7,75426.23097,
2696,56,Rural,Low,158,18221.3,46760,7184,2878967.9,280,80,247,7,Daily,16,67.7,6,293546.1236,
2697,54,Suburban,High,19,6455.2,31178.1,1564.6,122647.9,131,180,4095,42,Daily,12,20.0,9,33293.41521,
2698,19,Urban,High,55,8527.4,18007.6,875.7,469009.4,86,55,2006,11,Daily,10,65.3,6,57064.21356,
2699,28,Rural,Low,956,16548.6,20748.5,1700.3,15820451.8,328,247,1919,6,Daily,15,16.4,2,1587830.947,
2700,64,Suburban,Middle,727,3344.1,13677.7,1054.2,2431169.1,313,317,1611,2,Weekly,3,64.6,9,253924.9845,
2701,17,Suburban,Low,968,17007.7,73869.1,5452.6,16463427.6,93,233,140,25,Weekly,14,40.4,4,1650824.56,
2702,20,Urban,Low,721,4840.3,14367.8,1560,3489887,71,270,4192,2,Daily,11,14.0,9,366157.7523,
2703,59,Urban,Low,21,11784.9,15266.1,4580.8,247482.2,326,109,3663,45,Monthly,13,23.7,3,39101.06879,
2704,42,Urban,Middle,282,13716.7,49607,6426.4,3868112.5,326,238,3327,3,Monthly,12,59.9,3,395263.9239,
2705,47,Rural,Middle,761,18101.2,31289.3,8979.4,13775035.1,332,307,1377,31,Monthly,8,68.6,5,1387223.604,
2706,36,Suburban,Middle,540,12156.7,53459.3,4624.7,6564609.1,191,155,4040,45,Weekly,14,63.2,8,675245.6482,
2707,23,Suburban,Middle,935,9070.1,19011.8,2771.8,8480547,214,168,2863,13,Weekly,15,62.9,9,863360.9833,
2708,53,Suburban,Low,417,11449.7,50273.5,1790.7,4774510,47,68,1550,2,Weekly,9,1.3,4,483388.9545,
2709,23,Urban,High,808,4049.6,10965.2,1027.3,3272099.8,218,265,2017,12,Weekly,4,32.8,8,339476.9068,
2710,65,Suburban,Low,723,13784.6,46674,4534.9,9966262.9,89,235,807,7,Daily,10,60.4,10,1008237.126,
2711,18,Rural,Middle,285,3745.7,15575.7,1872.6,1067537.4,275,39,2845,37,Daily,5,3.5,5,119320.5038,
2712,69,Urban,High,532,11149.4,12952.9,1681.2,5931470,227,143,3439,1,Monthly,10,50.3,9,607135.2692,
2713,59,Urban,Low,532,12955.6,55510.4,5405.5,6892377.7,217,345,4630,37,Monthly,1,36.6,3,704375.3919,
2714,18,Urban,High,511,17972.7,27940.2,8978.7,9184038.3,240,18,2312,45,Daily,18,57.1,8,933970.4048,
2715,37,Urban,Middle,842,9009.3,21925.7,3803,7585826.1,301,52,671,30,Monthly,14,19.5,5,767478.1286,
2716,21,Rural,High,396,15508.9,44838.2,6309.9,6141528.8,341,222,304,38,Weekly,11,63.6,8,624583.4638,
2717,17,Suburban,High,120,3358.9,15389.7,683.5,403072.1,170,293,2476,26,Monthly,6,22.1,10,57156.08665,
2718,38,Rural,Middle,97,3132.4,3413.5,317.4,303839.7,365,80,4879,16,Weekly,5,68.5,1,42314.57895,
2719,59,Suburban,High,120,10500.7,33988.8,1999.3,1260085.5,232,181,1311,34,Monthly,10,46.5,9,138680.644,
2720,17,Rural,Low,537,11930.9,42594.2,4962.3,6406867.5,108,140,2840,45,Weekly,3,15.0,5,654810.536,
2721,53,Urban,High,153,12650.5,28670.2,1807.9,1935526.1,328,209,3933,23,Monthly,13,56.1,3,205109.8605,
2722,32,Urban,Low,245,14916,32247.7,3258.4,3654425.9,233,335,4132,0,Weekly,9,39.0,2,373683.5571,
2723,50,Rural,High,772,5905.7,17491.9,1919.4,4559185.3,170,281,4396,28,Daily,14,30.0,3,468795.1742,
2724,49,Rural,High,516,12455.9,21778,4134.4,6427259,135,122,135,25,Daily,3,34.5,1,645084.2532,
2725,38,Suburban,Middle,393,3770.9,10831.8,1196.1,1481964.1,131,211,3312,43,Weekly,12,29.4,6,164191.3766,
2726,45,Rural,Middle,143,4387.8,17814.8,2160.3,627450.3,37,344,4270,34,Daily,7,51.2,7,79388.72053,
2727,67,Rural,Low,504,1355.5,5939.3,142.2,683174.4,259,135,2851,50,Monthly,7,19.4,10,88685.58078,
2728,23,Suburban,Middle,794,14942.5,37963.7,4408.6,11864378.1,124,177,3032,43,Daily,12,37.4,7,1201592.013,
2729,37,Suburban,Middle,847,10144.8,35194.4,3061.4,8592636.7,263,39,2406,23,Weekly,10,54.6,2,866601.0467,
2730,59,Suburban,Middle,858,4771.3,4771.7,1036.9,4093803.1,353,75,3977,45,Daily,4,11.2,3,423405.7808,
2731,51,Rural,Middle,220,11129.2,35629.1,3450.4,2448422.3,217,353,2304,32,Monthly,17,21.7,4,255838.3576,
2732,20,Suburban,Middle,839,7091.3,34753.9,2618.9,5949568.5,170,49,3065,25,Weekly,17,16.2,10,613221.7354,
2733,28,Urban,Low,160,16745.8,37662.4,6180.9,2679332.2,98,217,1241,36,Daily,1,41.6,7,279907.3163,
2734,44,Urban,Low,76,10567.7,35709.3,1428.1,803143.4,358,246,3167,38,Daily,14,30.3,10,98488.93984,
2735,46,Urban,Middle,611,605.9,2453.4,255.1,370214.9,186,231,3670,50,Daily,4,24.0,8,55498.21466,
2736,62,Rural,Middle,692,19702.1,67691,9305,13633821.9,213,255,130,25,Monthly,19,26.4,9,1373528.585,
2737,31,Urban,Low,639,1495.2,3998.2,223.5,955450.6,358,203,626,37,Daily,3,34.3,6,104015.8059,
2738,57,Rural,High,32,13922.2,22419,3712.4,445510.5,312,144,287,49,Monthly,7,30.7,7,54593.4665,
2739,45,Rural,Low,777,8750.7,24981.7,2666.4,6799328.3,232,352,2707,37,Weekly,17,51.1,8,696046.8141,
2740,31,Urban,High,334,4993.9,10882.3,768.7,1667950.2,167,296,2103,10,Monthly,20,50.2,7,178519.6868,
2741,27,Suburban,Middle,525,13532.4,51202.3,4078,7104510.1,306,7,2047,28,Daily,14,2.9,7,723185.4099,
2742,32,Rural,Middle,440,2526.7,6993,461.7,1111742.8,161,101,2381,28,Weekly,11,51.4,9,125624.8349,
2743,31,Urban,Low,892,17166.4,75523.7,8139.3,15312385.5,284,296,1634,2,Daily,6,16.8,10,1543560.146,
2744,27,Rural,Middle,940,5019.7,8901.4,1402.5,4718549.6,184,326,1595,8,Daily,15,30.8,6,481005.0033,
2745,23,Suburban,High,993,7235.5,19325,3603,7184810.4,25,228,3255,34,Monthly,7,16.8,1,727537.9633,
2746,35,Suburban,High,352,12656.5,40880.9,1501.1,4455104.3,142,103,686,5,Daily,13,9.4,3,448757.0859,
2747,18,Urban,Low,339,30.6,46,4.6,10365.3,183,92,2711,8,Monthly,18,42.5,5,9836.78284,
2748,31,Rural,High,926,9460.2,31707.3,2623.2,8760186.7,84,278,4904,7,Weekly,17,68.5,9,894153.5187,
2749,45,Rural,Low,400,17886,38699.8,8044.1,7154414.4,231,357,4099,26,Weekly,7,27.4,1,724820.7572,
2750,60,Rural,Low,396,13611.5,26108.9,4384.1,5390157.4,223,187,1611,33,Weekly,15,49.2,2,546810.4025,
2751,38,Rural,High,202,7764.1,12171.4,3050.8,1568353.9,158,146,2482,50,Daily,8,33.2,3,167637.3312,
2752,43,Urban,High,962,13211.9,31702.3,3559.6,12709832.7,318,267,4877,23,Monthly,0,13.9,4,1286159.959,
2753,66,Suburban,High,530,18732,88338.9,2176.8,9927972.1,185,119,4062,47,Daily,7,66.4,6,1009597.019,
2754,55,Urban,High,909,3764.2,4231.1,1351.8,3421683.5,183,264,994,4,Daily,6,32.9,7,349241.3855,
2755,69,Rural,High,93,10640.8,46911.5,3762.6,989598.3,85,276,1401,9,Monthly,7,1.6,7,108103.8538,
2756,20,Rural,High,792,4702.4,12176.6,604.6,3724304.2,65,203,1553,19,Daily,12,33.4,2,377615.0438,
2757,35,Suburban,High,358,17086,55467.9,2876.5,6116770.3,52,59,2875,21,Weekly,2,1.4,3,620130.43,
2758,55,Rural,Middle,396,14423.8,44010.6,4189.6,5711822.6,3,347,3227,11,Monthly,1,57.4,1,578798.3722,
2759,59,Urban,Low,828,16023.5,75357.9,4465,13267464.3,77,153,3570,43,Weekly,12,27.1,1,1337907.474,
2760,16,Urban,Low,60,18860.8,76961.8,7562.6,1131648.4,135,186,659,28,Daily,3,44.6,6,121037.1118,
2761,45,Suburban,High,477,4653.9,22986.7,1186.6,2219887.6,326,115,964,30,Daily,1,55.4,4,229234.7216,
2762,36,Urban,Low,726,983.9,4110.4,359.4,714308.7,70,275,2074,5,Weekly,6,3.0,10,83894.88916,
2763,35,Urban,High,612,5825.2,12719.6,2223.9,3565001.2,162,362,987,45,Daily,8,37.8,4,365428.4841,
2764,21,Urban,Middle,1,7988.8,38757.9,2860,7988.8,96,236,612,6,Daily,18,46.3,9,9773.549272,
2765,37,Urban,Low,555,12506.9,61712.6,4233,6941354.2,16,66,2130,32,Monthly,8,34.5,8,709562.7656,
2766,33,Rural,Low,311,15956.1,23812.5,6737.8,4962351.5,230,263,3214,45,Monthly,10,22.7,3,509313.9689,
2767,23,Urban,Middle,168,7002.6,32241.1,2540.8,1176431.4,267,51,1276,14,Weekly,12,33.9,3,122669.086,
2768,54,Suburban,Middle,192,9475.2,34649,4109.1,1819239.3,306,351,2144,12,Daily,7,28.9,8,194401.9116,
2769,47,Suburban,Middle,34,15711.5,73655.1,5572.5,534190.7,343,331,4966,23,Weekly,13,44.4,2,66743.95138,
2770,48,Urban,Low,34,4514.3,21050.1,738.5,153486.9,6,232,3506,29,Daily,18,34.3,10,32881.81162,
2771,68,Suburban,Low,688,4350.5,19862,973.5,2993121.5,110,360,228,32,Monthly,4,10.2,5,306586.7748,
2772,31,Urban,Middle,417,11788.8,53534,2736.7,4915916,143,13,1018,19,Monthly,15,7.0,6,501046.3731,
2773,27,Suburban,Middle,708,8726.8,12833.5,1200.5,6178557.4,155,315,1220,18,Daily,6,12.6,5,625915.1771,
2774,53,Suburban,Middle,998,18978.4,29873.3,7153.4,18940490.2,207,294,2879,18,Monthly,13,5.7,1,1901310.342,
2775,67,Urban,Middle,158,7147,10514.1,2416,1129232.4,166,20,3357,37,Monthly,4,19.0,5,125865.4117,
2776,49,Urban,Middle,757,15193.5,20725.7,5103.5,11501492,260,213,3104,23,Daily,19,6.0,9,1165861.651,
2777,29,Rural,High,500,11666,28151.8,3399.6,5833012,173,270,4872,4,Monthly,15,43.9,10,602146.6918,
2778,51,Urban,Middle,366,1101,4113.1,349.3,402957.2,121,40,1546,21,Daily,6,32.6,2,46407.74755,
2779,48,Urban,High,340,1696.9,4104.3,175.2,576934.8,140,135,1611,21,Weekly,20,19.1,3,63726.74417,
2780,38,Rural,Low,858,4071.1,15800.8,563.8,3493002.3,168,262,3977,27,Daily,15,1.9,6,364339.3728,
2781,65,Urban,Low,335,2871.6,12293.8,1072.1,961993,84,181,4149,16,Weekly,11,11.4,3,108207.0842,
2782,60,Urban,High,583,6594.1,24166.6,1349.1,3844381.3,194,227,2378,30,Daily,15,48.3,6,397032.5574,
2783,17,Rural,Middle,327,11584,33135.1,1658.4,3787964.2,276,265,4600,46,Daily,16,18.7,7,398901.1097,
2784,56,Urban,Low,114,12051.2,26296.6,2789.4,1373839.9,268,106,4243,6,Daily,7,24.6,3,147068.9188,
2785,36,Urban,Middle,797,11759.5,17611.2,2373,9372304,38,321,4612,16,Daily,11,6.4,4,950299.5359,
2786,17,Rural,Middle,919,2361,7023,263.8,2169755.9,303,96,2327,11,Daily,4,39.9,6,227748.8425,
2787,42,Rural,High,418,12008.5,46573.7,3172.9,5019555.5,338,295,4511,6,Weekly,3,58.1,1,512119.5163,
2788,24,Suburban,Low,468,8200.8,26185.1,908.7,3837993.2,242,123,555,28,Monthly,18,26.1,1,388266.7768,
2789,16,Urban,Low,143,18062,70187.7,1809,2582869.3,330,277,205,44,Daily,11,9.1,5,266902.5702,
2790,26,Suburban,High,609,18240.6,42698.9,7606.1,11108503.5,199,37,1001,7,Weekly,3,68.7,8,1120383.435,
2791,18,Suburban,Middle,309,15365.8,19471.3,3472.5,4748030.6,298,268,3863,3,Weekly,6,37.3,1,482784.5876,
2792,67,Rural,Middle,401,14065.1,57447.4,4599.8,5640109.9,5,198,117,39,Daily,6,7.3,1,567015.4741,
2793,38,Urban,Low,320,2307.9,4336.3,505.7,738529.5,355,255,2527,15,Daily,18,36.3,1,78958.99642,
2794,41,Urban,High,212,1703,5901.3,803.8,361043.9,103,15,3851,15,Daily,2,4.2,10,54419.33261,
2795,19,Rural,High,317,16818.3,70925.5,6587.3,5331390.2,138,85,3761,21,Weekly,18,4.9,1,543024.4892,
2796,33,Suburban,Middle,185,8546,13301.4,2116.6,1581018.5,293,92,2900,10,Daily,18,23.6,9,171976.5772,
2797,21,Rural,Middle,205,9032.7,30656.9,1664.3,1851710,66,100,1458,40,Daily,12,49.1,2,192962.5212,
2798,50,Urban,High,364,16957.4,63717.3,2630.5,6172487.7,67,174,2701,10,Monthly,13,51.1,6,629106.8514,
2799,37,Rural,Low,216,12432.4,49557.1,5034.7,2685399.5,270,215,4636,4,Weekly,17,65.0,2,279759.5971,
2800,58,Urban,Middle,246,3596.4,5720.6,1011.3,884702.3,47,365,1048,41,Daily,6,8.7,5,98964.80895,
2801,30,Suburban,High,239,4228.2,18183,815.1,1010528.9,365,86,3000,37,Weekly,12,33.9,5,115749.5822,
2802,37,Urban,High,805,137.5,189.3,64.3,110671.1,180,82,2225,47,Daily,13,34.8,9,26863.53368,
2803,52,Suburban,High,391,14216.3,43762.5,3639.9,5558571.4,68,322,2187,11,Daily,16,33.7,4,564255.5193,
2804,67,Suburban,Low,520,9717.4,26952.6,3084.3,5053036.1,115,117,1105,39,Weekly,14,60.7,6,517206.4888,
2805,57,Urban,Middle,983,18999.8,35853.8,8419.2,18676782.4,26,167,4527,24,Weekly,8,58.6,4,1882719.845,
2806,27,Urban,Middle,590,14283.1,31533.2,6189.6,8427038.4,47,242,2993,44,Weekly,1,37.1,6,858281.4934,
2807,62,Suburban,Middle,836,2072,3434.9,735.9,1732210.1,207,278,530,12,Weekly,2,56.3,3,177101.7783,
2808,64,Rural,Low,277,3239.2,8755.3,1475.3,897262.2,73,342,4463,47,Monthly,7,5.2,4,105592.9316,
2809,57,Urban,Middle,957,10039.5,11465.5,4827.4,9607778.2,259,134,4862,25,Weekly,17,38.8,9,981232.1955,
2810,53,Suburban,Middle,202,18498.2,84271.7,8769,3736643.4,30,180,2100,10,Daily,10,7.7,1,377470.2984,
2811,33,Suburban,Middle,214,4952.5,8191.3,1186.6,1059845.5,3,165,4642,39,Daily,9,62.6,7,124267.775,
2812,60,Rural,Middle,606,16513.3,75037.8,4274.8,10007089,9,212,3440,22,Weekly,20,36.7,3,1010724.406,
2813,50,Urban,Low,478,6252.3,27849.8,1226.7,2988611.7,8,6,4762,12,Weekly,10,2.2,9,317776.0532,
2814,45,Suburban,High,508,5405.2,15170.9,2349.8,2745864.4,9,73,3650,32,Weekly,2,40.0,7,291134.0338,
2815,39,Rural,High,976,18028.8,53922.5,2681.4,17596148.9,152,357,1996,27,Weekly,11,53.4,2,1766961.733,
2816,57,Suburban,Middle,75,954.4,2106.9,231,71577,142,77,741,50,Weekly,8,10.6,5,17510.45329,
2817,45,Urban,Middle,982,13218.2,65925.8,1373.3,12980285.5,336,283,1074,3,Daily,11,21.1,1,1300826.823,
2818,29,Rural,Middle,669,872.9,3215,294.9,583982.6,274,215,2962,27,Monthly,13,32.8,1,65529.07775,
2819,21,Suburban,Low,665,16017.3,76998.7,5819.9,10651483.3,27,165,2703,33,Weekly,12,30.4,7,1078733.434,
2820,18,Rural,Middle,954,16589.8,44115.4,3311.2,15826662.6,348,174,866,50,Weekly,7,36.7,7,1595803.289,
2821,31,Urban,Low,142,17868.2,80979.9,7052.4,2537284.1,71,98,3782,50,Weekly,2,2.2,8,272061.4142,
2822,22,Rural,Middle,590,3729.9,10417.5,942.2,2200664.8,219,25,2132,9,Weekly,18,53.4,8,231763.2646,
2823,67,Urban,Middle,322,2498.7,11162.6,561.4,804587.2,290,151,1192,48,Monthly,5,23.4,7,94611.31889,
2824,29,Suburban,High,694,10075.7,15352.4,4861.2,6992511.9,256,220,4021,7,Monthly,15,50.8,3,710127.8128,
2825,24,Urban,Middle,461,5439.9,19297.7,1825,2507810.5,103,154,2077,8,Daily,13,61.7,3,258670.7225,
2826,30,Suburban,Low,707,12129.9,45060.3,2437.2,8575829.7,147,76,1170,17,Weekly,0,49.8,2,863403.5471,
2827,36,Suburban,High,670,10279.8,37261,5071,6887471.6,158,231,4183,1,Weekly,19,48.7,1,697765.7154,
2828,50,Urban,Low,146,2905.6,8101.1,741,424216.7,348,3,4923,17,Daily,7,42.1,8,60756.67117,
2829,17,Suburban,High,54,14788,55243.1,5310.8,798552.9,140,73,590,39,Daily,5,1.1,6,89982.07096,
2830,42,Rural,Low,356,16077.6,31477.7,6262.9,5723643.3,143,111,3491,1,Weekly,4,65.2,5,584073.8398,
2831,17,Suburban,High,277,19261.2,65168.3,5179.7,5335360.7,109,335,2224,21,Monthly,6,60.2,1,540097.6829,
2832,50,Urban,Low,821,7916.8,25467.9,2488.8,6499711,359,72,4877,15,Daily,0,14.8,5,665464.2488,
2833,33,Rural,Low,595,6761.3,15370.9,1324.6,4022986.2,320,255,2639,36,Weekly,12,13.8,10,420151.2311,
2834,29,Rural,Middle,400,3853.3,15858.2,1103.3,1541332.2,64,218,4845,31,Weekly,15,3.6,8,174492.4425,
2835,35,Suburban,High,668,3625.5,4798.3,813.3,2421829,271,208,1616,9,Weekly,18,27.9,8,252790.6183,
2836,33,Suburban,High,516,6427.9,10835.8,2050.4,3316773.3,186,249,3268,40,Daily,11,70.9,10,352101.999,
2837,25,Urban,Middle,499,19636.5,56643.5,7225.4,9798621.4,356,290,4904,33,Daily,13,7.9,6,998000.4494,
2838,40,Rural,Low,311,1854.3,8468.3,640.8,576672,323,340,4898,47,Daily,14,41.1,2,71925.98905,
2839,17,Urban,Low,271,5194.7,17145.9,2133.4,1407771.9,1,65,2495,15,Weekly,11,19.8,2,148218.0176,
2840,40,Suburban,High,576,1728.7,7551.5,201.6,995735.9,7,285,1204,48,Daily,16,62.2,2,107678.8898,
2841,69,Rural,Low,449,5479.9,16824.8,720.3,2460471.3,1,4,164,33,Weekly,8,37.0,8,257505.1085,
2842,48,Urban,High,112,1857.1,7691.8,338.2,207995.7,261,196,2483,36,Monthly,3,61.6,8,35852.16119,
2843,51,Urban,High,239,10171.1,23426,5027.8,2430891.5,47,119,3601,39,Monthly,17,67.0,8,259850.1455,
2844,46,Urban,Low,144,8772.7,37376.8,3685.5,1263273,356,190,3860,33,Monthly,11,46.0,1,137618.279,
2845,29,Urban,Low,374,3489.3,9095.6,1638.7,1304985.5,266,166,3327,43,Daily,10,21.1,9,149469.4232,
2846,16,Urban,Low,20,3504.4,11337.9,731.8,70088.2,2,232,1856,12,Weekly,20,32.8,10,20450.42434,
2847,61,Rural,Middle,576,12525.9,21338.2,4127.8,7214930.1,23,130,2000,47,Daily,1,45.8,4,733959.9862,
2848,31,Urban,High,289,7748.6,36276.7,2494.7,2239332.6,359,92,4572,36,Monthly,19,47.2,9,243301.5472,
2849,69,Rural,Low,593,1133.3,4313.3,371.5,672068.7,303,332,4452,11,Weekly,20,5.8,7,83041.87968,
2850,61,Urban,Middle,197,18404.7,81632.3,7123.1,3625716.1,84,125,2364,14,Monthly,13,25.9,3,371411.8656,
2851,67,Suburban,Low,382,8105,14843.9,2087.8,3096110.1,204,300,1210,29,Weekly,11,38.8,10,324092.9392,
2852,18,Suburban,High,581,11825,15026.5,4385.7,6870348.6,227,207,3013,30,Daily,1,24.9,10,705126.2828,
2853,50,Urban,Middle,698,17709.4,41596.5,7356,12361150.6,252,114,1798,28,Weekly,10,42.0,3,1244647.621,
2854,56,Suburban,High,679,8049.2,24684.7,1735.6,5465378.5,305,361,546,33,Monthly,4,13.5,2,551196.7932,
2855,21,Rural,Low,717,16415,69098.6,7851.2,11769550.8,151,351,4954,31,Weekly,13,3.5,7,1196099.281,
2856,40,Urban,Low,492,18295.9,47402.9,5620.9,9001581.3,247,101,41,43,Weekly,14,25.2,8,911730.496,
2857,28,Rural,Low,164,3489.6,7257.8,1371.8,572295.5,306,32,1748,22,Monthly,19,41.3,1,63120.33348,
2858,68,Urban,Middle,606,17850.9,44452,6989.9,10817660.1,17,131,3226,9,Monthly,2,1.8,7,1094173.39,
2859,49,Suburban,Middle,249,2405.5,9175.4,784.4,598957.2,304,17,1560,7,Monthly,16,44.4,2,64944.76638,
2860,23,Rural,Middle,68,5509.8,12919.8,1262.1,374666.2,2,248,3777,20,Monthly,5,26.2,7,53985.62378,
2861,36,Suburban,Middle,855,16166.1,79483.5,5929.4,13822055.5,197,64,2566,10,Weekly,6,71.5,6,1393423.717,
2862,49,Suburban,Low,21,18014.7,30623.5,2430.4,378308.4,341,78,4291,11,Weekly,12,56.6,9,55817.2437,
2863,19,Urban,Low,831,13685.9,54913.2,6741.3,11373011.5,269,200,1767,48,Monthly,0,21.7,7,1150362.604,
2864,40,Rural,Low,512,2105.5,7067.3,365.5,1078000,61,41,1320,38,Weekly,12,70.0,9,122045.2336,
2865,30,Suburban,Middle,597,10464.6,20221.6,2199.4,6247375.5,267,258,4530,46,Monthly,5,20.8,5,642811.1139,
2866,19,Urban,Middle,390,11457,45993.4,5519.7,4468212.8,97,181,3944,18,Weekly,16,8.7,6,460055.3194,
2867,60,Urban,Low,536,5644.4,15748.7,985.6,3025385.5,283,290,1755,33,Daily,5,2.9,6,314731.6932,
2868,27,Urban,Low,111,19826,73942.9,3331.5,2200686.4,247,125,3863,37,Weekly,3,56.6,3,232587.0749,
2869,47,Suburban,Middle,949,6719.2,24518.6,2834.3,6376523.5,35,344,4943,33,Monthly,5,23.7,3,652214.4746,
2870,47,Urban,High,863,4213,6077.6,844.8,3635812.8,274,112,4576,45,Daily,0,70.9,1,377077.7117,
2871,43,Rural,Low,595,2211.6,9642.5,305,1315913.4,68,235,282,25,Daily,0,44.9,4,137640.7554,
2872,28,Rural,Low,870,7576.2,28228.3,1444.5,6591329,189,202,4692,39,Monthly,18,12.7,3,673235.9416,
2873,46,Suburban,Low,460,13855.4,57117,6309.1,6373505.9,41,40,3810,15,Monthly,18,24.9,7,652282.8857,
2874,29,Rural,Middle,78,4636,12939.4,983.4,361610.2,96,199,826,18,Weekly,12,37.4,6,44674.62317,
2875,35,Urban,Low,434,15393.2,27403.7,5819,6680644,171,311,4003,49,Weekly,6,52.2,9,689084.7731,
2876,33,Suburban,Low,380,2716.7,6261.5,701.1,1032335.1,67,126,289,28,Daily,10,43.0,10,115921.841,
2877,44,Urban,Low,652,8815,40600.6,1805.7,5747350,308,74,563,44,Weekly,19,19.5,3,582238.582,
2878,21,Suburban,Low,440,14050.5,66768.8,2214.6,6182198.5,119,179,4597,37,Weekly,11,34.8,6,636814.0519,
2879,47,Suburban,Low,888,2714.8,7947.6,1327.2,2410773.4,341,5,653,35,Weekly,8,16.4,9,254720.5368,
2880,44,Urban,High,783,11960.9,26256.3,3689.3,9365357.9,171,312,3130,20,Daily,12,25.8,10,953442.1216,
2881,58,Rural,High,339,15981.1,62665.6,2331.7,5417579.6,186,118,1080,9,Weekly,6,21.3,3,546682.3047,
2882,17,Rural,Low,988,11915,48422.3,2139.1,11772042.2,70,232,1655,46,Weekly,19,64.8,9,1193680.736,
2883,38,Suburban,Low,424,10234.2,43616.6,2690.8,4339285.5,245,149,3108,22,Monthly,4,57.0,3,445077.5491,
2884,34,Urban,Low,169,16767.6,18852.4,5326.5,2833725.8,159,314,3769,43,Daily,15,38.7,1,295852.4083,
2885,46,Urban,Low,709,19708.6,20475.9,3404,13973363.9,284,201,466,43,Monthly,19,13.4,3,1404780.282,
2886,66,Suburban,Middle,965,3634.4,8826.7,767.2,3507240.3,107,349,4895,6,Daily,17,43.1,5,364985.3194,
2887,20,Rural,Middle,262,13830,22266.1,5718.5,3623463.5,36,31,3859,37,Monthly,11,26.2,8,381280.9748,
